Token,is_Stop_Word,Lemmatized,Tag,Tag Explanation,Part of Speech Tag,Dependency Parsing
support,False,support,NN,"noun, singular or mass",NOUN,pobj
for,True,for,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
its,True,its,PRP$,"pronoun, possessive",PRON,poss
role,False,role,NN,"noun, singular or mass",NOUN,conj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
fueling,False,fuel,VBG,"verb, gerund or present participle",VERB,pcomp
the,True,the,DT,determiner,DET,det
current,False,current,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
atrocities,False,atrocity,NNS,"noun, plural",NOUN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
In,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
a,True,a,DT,determiner,DET,det
sarcastically,False,sarcastically,RB,adverb,ADV,advmod
worded,False,word,VBN,"verb, past participle",VERB,amod
statement,False,statement,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
he,True,he,PRP,"pronoun, personal",PRON,nsubj
said,False,say,VBD,"verb, past tense",VERB,ROOT
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,nsubj
had,True,have,VBD,"verb, past tense",AUX,aux
trained,False,train,VBN,"verb, past participle",VERB,ccomp
all,True,all,PDT,predeterminer,DET,predet
the,True,the,DT,determiner,DET,det
military,False,military,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
bodies,False,body,NNS,"noun, plural",NOUN,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
including,False,include,VBG,"verb, gerund or present participle",VERB,prep
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
blamed,False,blame,VBD,"verb, past tense",VERB,conj
American,False,american,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
interference,False,interference,NN,"noun, singular or mass",NOUN,dobj
for,True,for,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
country,False,country,NN,"noun, singular or mass",NOUN,poss
’s,True,’s,POS,possessive ending,PART,case
current,False,current,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
turmoil,False,turmoil,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
He,True,he,PRP,"pronoun, personal",PRON,nsubj
claimed,False,claim,VBD,"verb, past tense",VERB,ROOT
there,True,there,EX,existential there,PRON,expl
had,True,have,VBD,"verb, past tense",AUX,aux
been,True,be,VBN,"verb, past participle",AUX,ccomp
“,False,"""",``,opening quotation mark,PUNCT,punct
no,True,no,DT,determiner,DET,det
sexual,False,sexual,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
crimes,False,crime,NNS,"noun, plural",NOUN,attr
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
”,False,"""",'',closing quotation mark,PUNCT,punct
while,True,while,IN,"conjunction, subordinating or preposition",SCONJ,mark
Bashir,False,Bashir,NNP,"noun, proper singular",PROPN,nsubj
was,True,be,VBD,"verb, past tense",AUX,advcl
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
power,False,power,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
The,True,the,DT,determiner,DET,det
State,False,State,NNP,"noun, proper singular",PROPN,compound
Department,False,Department,NNP,"noun, proper singular",PROPN,nsubj
also,True,also,RB,adverb,ADV,advmod
acknowledged,False,acknowledge,VBD,"verb, past tense",VERB,ROOT
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
involvement,False,involvement,NN,"noun, singular or mass",NOUN,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
Engagement,False,engagement,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,nsubj
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,compound
group,False,group,NN,"noun, singular or mass",NOUN,pobj
simply,False,simply,RB,adverb,ADV,advmod
brings,False,bring,VBZ,"verb, 3rd person singular present",VERB,ccomp
more,True,more,JJR,"adjective, comparative",ADJ,amod
death,False,death,NN,"noun, singular or mass",NOUN,dobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
destruction,False,destruction,NN,"noun, singular or mass",NOUN,conj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
instability,False,instability,NN,"noun, singular or mass",NOUN,conj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
the,True,the,DT,determiner,DET,det
statement,False,statement,NN,"noun, singular or mass",NOUN,nsubj
said,False,say,VBD,"verb, past tense",VERB,ROOT
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
Meanwhile,True,meanwhile,RB,adverb,ADV,advmod
",",False,",",",","punctuation mark, comma",PUNCT,punct
the,True,the,DT,determiner,DET,det
violence,False,violence,NN,"noun, singular or mass",NOUN,nsubj
continues,False,continue,VBZ,"verb, 3rd person singular present",VERB,ROOT
to,True,to,TO,"infinitival ""to""",PART,aux
intensify,False,intensify,VB,"verb, base form",VERB,xcomp
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
no,True,no,DT,determiner,DET,det
sign,False,sign,NN,"noun, singular or mass",NOUN,pobj
yet,True,yet,RB,adverb,ADV,advmod
that,True,that,IN,"conjunction, subordinating or preposition",SCONJ,mark
the,True,the,DT,determiner,DET,det
diplomatic,False,diplomatic,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
process,False,process,NN,"noun, singular or mass",NOUN,nsubj
between,True,between,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
rival,False,rival,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
factions,False,faction,NNS,"noun, plural",NOUN,pobj
will,True,will,MD,"verb, modal auxiliary",AUX,aux
bring,False,bring,VB,"verb, base form",VERB,ccomp
a,True,a,DT,determiner,DET,det
permanent,False,permanent,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
end,False,end,NN,"noun, singular or mass",NOUN,dobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
conflict,False,conflict,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
The,True,the,DT,determiner,DET,det
Sudanese,False,Sudanese,NNP,"noun, proper singular",PROPN,nsubj
must,True,must,MD,"verb, modal auxiliary",AUX,aux
fend,False,fend,VB,"verb, base form",VERB,ROOT
for,True,for,IN,"conjunction, subordinating or preposition",ADP,prep
themselves,True,themselves,PRP,"pronoun, personal",PRON,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
while,True,while,IN,"conjunction, subordinating or preposition",SCONJ,mark
they,True,they,PRP,"pronoun, personal",PRON,nsubj
face,False,face,VBP,"verb, non-3rd person singular present",VERB,advcl
what,True,what,WP,"wh-pronoun, personal",PRON,dobj
they,True,they,PRP,"pronoun, personal",PRON,nsubj
describe,False,describe,VBP,"verb, non-3rd person singular present",VERB,ccomp
as,True,as,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
hallmarks,False,hallmark,NNS,"noun, plural",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
genocide,False,genocide,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
The,True,the,DT,determiner,DET,det
situation,False,situation,NN,"noun, singular or mass",NOUN,nsubj
right,False,right,RB,adverb,ADV,advmod
now,True,now,RB,adverb,ADV,advmod
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ROOT
much,True,much,RB,adverb,ADV,advmod
worse,False,bad,JJR,"adjective, comparative",ADJ,acomp
than,True,than,IN,"conjunction, subordinating or preposition",SCONJ,mark
it,True,it,PRP,"pronoun, personal",PRON,nsubj
was,True,be,VBD,"verb, past tense",AUX,advcl
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
2003,False,2003,CD,cardinal number,NUM,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
The,True,the,DT,determiner,DET,det
Janjaweed,False,Janjaweed,NNP,"noun, proper singular",PROPN,compound
militia,False,militia,NN,"noun, singular or mass",NOUN,nsubj
was,True,be,VBD,"verb, past tense",AUX,ccomp
not,True,not,RB,adverb,PART,neg
as,True,as,RB,adverb,ADV,advmod
powerful,False,powerful,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
as,True,as,IN,"conjunction, subordinating or preposition",SCONJ,mark
it,True,it,PRP,"pronoun, personal",PRON,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,advcl
now,True,now,RB,adverb,ADV,advmod
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
said,False,say,VBD,"verb, past tense",VERB,ROOT
SIHA,False,SIHA,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,npadvmod
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
based,False,base,VBN,"verb, past participle",VERB,amod
Hussein,False,Hussein,NNP,"noun, proper singular",PROPN,compound
Haran,False,Haran,NNP,"noun, proper singular",PROPN,nsubj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
The,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ROOT
as,True,as,RB,adverb,ADV,advmod
powerful,False,powerful,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
as,True,as,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
state,False,state,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
They,True,they,PRP,"pronoun, personal",PRON,nsubj
have,True,have,VBP,"verb, non-3rd person singular present",VERB,ROOT
much,True,much,RB,adverb,ADV,advmod
more,True,more,JJR,"adjective, comparative",ADJ,amod
power,False,power,NN,"noun, singular or mass",NOUN,dobj
now,True,now,RB,adverb,ADV,advmod
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
more,True,more,JJR,"adjective, comparative",ADJ,conj
capabilities,False,capability,NNS,"noun, plural",NOUN,dobj
…,False,…,NFP,superfluous punctuation,PUNCT,punct
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
they,True,they,PRP,"pronoun, personal",PRON,nsubj
are,True,be,VBP,"verb, non-3rd person singular present",AUX,aux
committing,False,commit,VBG,"verb, gerund or present participle",VERB,conj
genocide,False,genocide,NN,"noun, singular or mass",NOUN,nmod
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
ethnic,False,ethnic,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,conj
cleansing,False,cleansing,NN,"noun, singular or mass",NOUN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
"
     
",False,"
     
",_SP,whitespace,SPACE,dep
This,True,this,DT,determiner,DET,det
story,False,story,NN,"noun, singular or mass",NOUN,nsubjpass
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
been,True,be,VBN,"verb, past participle",AUX,auxpass
updated,False,update,VBN,"verb, past participle",VERB,ROOT
to,True,to,TO,"infinitival ""to""",PART,aux
include,False,include,VB,"verb, base form",VERB,xcomp
comment,False,comment,NN,"noun, singular or mass",NOUN,dobj
from,True,from,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
US,True,US,NNP,"noun, proper singular",PROPN,compound
State,False,State,NNP,"noun, proper singular",PROPN,compound
Department,False,Department,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
Bureau,False,Bureau,NNP,"noun, proper singular",PROPN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
African,False,African,NNP,"noun, proper singular",PROPN,compound
Affairs,False,Affairs,NNPS,"noun, proper plural",PROPN,pobj
on,True,on,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
violence,False,violence,NN,"noun, singular or mass",NOUN,pobj
against,True,against,IN,"conjunction, subordinating or preposition",ADP,prep
civilians,False,civilian,NNS,"noun, plural",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
 
  ",False,"
 
  ",_SP,whitespace,SPACE,dep
CNN,False,CNN,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
Alex,False,Alex,NNP,"noun, proper singular",PROPN,compound
Platt,False,Platt,NNP,"noun, proper singular",PROPN,nsubj
",",False,",",",","punctuation mark, comma",PUNCT,punct
Allegra,False,Allegra,NNP,"noun, proper singular",PROPN,compound
Goodwin,False,Goodwin,NNP,"noun, proper singular",PROPN,appos
",",False,",",",","punctuation mark, comma",PUNCT,punct
Celine,False,Celine,NNP,"noun, proper singular",PROPN,compound
Alkhaldi,False,Alkhaldi,NNP,"noun, proper singular",PROPN,conj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
Mostafa,False,Mostafa,NNP,"noun, proper singular",PROPN,compound
Salem,False,Salem,NNP,"noun, proper singular",PROPN,conj
contributed,False,contribute,VBD,"verb, past tense",VERB,ROOT
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
this,True,this,DT,determiner,DET,det
report,False,report,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
Edited,False,edit,VBN,"verb, past participle",VERB,amod
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
Ed,False,Ed,NNP,"noun, proper singular",PROPN,compound
Upright,False,Upright,NNP,"noun, proper singular",PROPN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
Laura,False,Laura,NNP,"noun, proper singular",PROPN,compound
Smith,False,Smith,NNP,"noun, proper singular",PROPN,compound
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
SparkPhoto,False,SparkPhoto,NNP,"noun, proper singular",PROPN,conj
editing,False,editing,NN,"noun, singular or mass",AUX,auxpass
by,True,by,IN,"conjunction, subordinating or preposition",ADP,prep
Toby,False,Toby,NNP,"noun, proper singular",PROPN,compound
Hancock,False,Hancock,NNP,"noun, proper singular",PROPN,compound
 ,False, ,_SP,whitespace,SPACE,dep
Editor,False,Editor,NNP,"noun, proper singular",PROPN,pobj
’s,True,’s,POS,possessive ending,PART,case
note,False,note,NN,"noun, singular or mass",NOUN,ROOT
:,False,:,:,"punctuation mark, colon or ellipsis",PUNCT,punct
This,True,this,DT,determiner,DET,det
report,False,report,NN,"noun, singular or mass",NOUN,nsubj
would,True,would,MD,"verb, modal auxiliary",AUX,aux
not,True,not,RB,adverb,PART,neg
have,True,have,VB,"verb, base form",AUX,aux
been,True,be,VBN,"verb, past participle",AUX,acl
possible,False,possible,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
without,True,without,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
contributions,False,contribution,NNS,"noun, plural",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
Sudanese,False,sudanese,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
journalists,False,journalist,NNS,"noun, plural",NOUN,pobj
whom,True,whom,WP,"wh-pronoun, personal",PRON,pobj
we,True,we,PRP,"pronoun, personal",PRON,nsubj
are,True,be,VBP,"verb, non-3rd person singular present",AUX,aux
not,True,not,RB,adverb,PART,neg
naming,False,name,VBG,"verb, gerund or present participle",VERB,relcl
for,True,for,IN,"conjunction, subordinating or preposition",ADP,prep
their,True,their,PRP$,"pronoun, possessive",PRON,poss
safety,False,safety,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
 ",False,"
 ",_SP,whitespace,SPACE,dep
©,False,©,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
2024,False,2024,CD,cardinal number,NUM,nummod
Cable,False,Cable,NNP,"noun, proper singular",PROPN,compound
News,False,News,NNP,"noun, proper singular",PROPN,compound
Network,False,Network,NNP,"noun, proper singular",PROPN,ROOT
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
A,True,a,DT,determiner,DET,det
